date,transID,quantity,type,price,clientName,stationName,transactionType,transactionFor
2010-08-13 22:01:00,1524252647,3,Kernite Mining Crystal II,273949.91,Yensy,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-13 22:01:00,1524252924,29,Kernite Mining Crystal II,273949.92,Yensy,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 16:15:00,1524987394,1,Buzzard,1.342900065E7,ToRinno,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 16:15:00,1524988028,12000,Republic Fleet EMP M,879.82,Savantula,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 16:19:00,1524991141,5000,Republic Fleet EMP L,1414.15,Alphy,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 16:22:00,1524993578,2500,Republic Fleet Fusion S,754.33,RiskyFrisky,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 16:22:00,1524993904,1,Buzzard,1.342900065E7,Sanyrsin,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 16:23:00,1524995014,5000,Republic Fleet Fusion S,754.33,RiskyFrisky,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 16:25:00,1524997223,3,Large Cargohold Optimization I,1.809999799E7,Rongshen,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 16:26:00,1524997621,15000,Republic Fleet Fusion S,754.33,RiskyFrisky,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 16:28:00,1524999780,15,Kernite Mining Crystal II,337899.98,Belgarashi,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 16:28:00,1524999980,3,Arkonor Mining Crystal II,1094998.93,tyluir,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 16:35:00,1525006554,20,Ocular Filter - Standard,2.060420001E7,THAjf54,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-14 16:54:00,1525025222,3,Large Cargohold Optimization I,1.809999799E7,entia,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 17:06:00,1525036831,1,Large Cargohold Optimization I,1.809999799E7,Sshen Neriss,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 17:12:00,1525042212,23,Sisters Core Scanner Probe,601007.27,paper kite,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-14 17:21:00,1525052036,18,Cynosural Field Generator I,1208001.09,Colon Conquistador,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-14 17:34:00,1525066915,2,Arkonor Mining Crystal II,1094998.93,Cerion'Noirec,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 17:51:00,1525083607,3,Arkonor Mining Crystal II,1094998.93,GeneralD,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 17:52:00,1525084444,2,Large Cargohold Optimization I,1.809999799E7,Arawn Greyson,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 18:06:00,1525097964,1,Large Cargohold Optimization I,1.809999799E7,Trillian Thunarias,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 19:03:00,1525152813,3,Arkonor Mining Crystal II,1094998.93,RoDenAnat,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 19:07:00,1525156926,9,Arkonor Mining Crystal II,1094998.94,ugottoknowme,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:01:00,1525327274,5000,Republic Fleet EMP M,879.71,Ajenia,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:02:00,1525328076,5,Sisters Core Scanner Probe,661007.06,Natasse,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:02:00,1525328174,1,Ocular Filter - Standard,2.327900065E7,Sundriver,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:03:00,1525328715,1,Ocular Filter - Standard,2.327900065E7,rien2,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:05:00,1525330998,460,Caldari Navy Antimatter Charge S,610.99,Wartrooper1982,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:06:00,1525331204,10000,Republic Fleet EMP M,879.71,Sarrein Razor,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:07:00,1525332911,80,Republic Fleet EMP M,879.71,Janaga,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:14:00,1525338649,5,Sisters Core Scanner Probe,661007.06,Axiff,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:23:00,1525346421,5,Sisters Core Scanner Probe,661007.06,Bei ArtJay,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:27:00,1525349770,1500,Caldari Navy Antimatter Charge S,610.99,Captain Zed,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:27:00,1525350565,1,Sisters Core Scanner Probe,661007.06,Rot'ni Goan,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:28:00,1525350660,7,Sisters Core Scanner Probe,661007.06,Rot'ni Goan,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:33:00,1525356066,10000,Neodymium,17702.15,John Stalker,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-14 22:36:00,1525358508,3000,Caldari Navy Antimatter Charge S,610.99,procopy,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:36:00,1525358600,10000,Caldari Navy Antimatter Charge S,610.99,Acris Vlame,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:38:00,1525360365,3000,Caldari Navy Antimatter Charge S,610.99,Budday,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:41:00,1525362605,1000,Caldari Navy Antimatter Charge S,610.99,brichardi,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:42:00,1525363389,2000,Caldari Navy Antimatter Charge S,610.99,Asuka Smith,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:45:00,1525366280,24400,Mercury,2194.98,Heapx,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:51:00,1525370811,63406,Caldari Navy Antimatter Charge S,611.0,Andromeda Deora,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:54:00,1525373891,1,Cynosural Field Generator I,1340500.89,Stoned Ho,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 22:59:00,1525378118,5,Sisters Combat Scanner Probe,581018.31,MayHateYou,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-14 23:08:00,1525386328,1,Cynosural Field Generator I,1340500.89,Ceoli Cephor,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 23:10:00,1525388103,1,Cynosural Field Generator I,1340500.9,Wildweed,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 23:27:00,1525403331,1,Cynosural Field Generator I,1340500.89,John Lightning,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 23:30:00,1525405552,3,Cynosural Field Generator I,1340500.89,Jill'iam,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 23:32:00,1525406896,1,Cynosural Field Generator I,1340500.89,Talet Akari,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 23:51:00,1525423189,1,Cynosural Field Generator I,1340500.89,Totenkopf 1,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-14 23:57:00,1525428036,1,Cynosural Field Generator I,1340500.89,ShazamLight,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 00:45:00,1525463044,56,Republic Fleet Fusion S,719.96,Shuttleworth 401,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 00:45:00,1525463045,19589,Republic Fleet Fusion S,719.96,Shuttleworth 401,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 00:55:00,1525470148,1000,Republic Fleet Fusion S,719.96,ydssb,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 00:57:00,1525471676,1,Cynosural Field Generator I,1340500.89,Mirena Ra,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 00:57:00,1525471749,1,Cynosural Field Generator I,1340500.89,Luther Swart,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 01:08:00,1525479992,1000,Republic Fleet Fusion S,719.96,ThrashPower,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 01:16:00,1525485387,1000,Republic Fleet Fusion S,719.96,diR7y,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 01:27:00,1525493874,1,Cynosural Field Generator I,1340500.89,Vela DeAche,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 01:27:00,1525494105,4855,Republic Fleet Fusion S,719.98,Rigby Jess,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 01:32:00,1525497192,10000,Dysprosium,17201.04,Red Rose,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-15 01:32:00,1525497829,4,Cynosural Field Generator I,1340500.89,Arconina,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 01:34:00,1525499171,1,Cynosural Field Generator I,1340500.89,moratous,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 10:25:00,1525856160,1,Ocular Filter - Standard,2.238494013E7,Knutti,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 10:43:00,1525872784,4,Sisters Combat Scanner Probe,634498.97,Tartrais,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 10:45:00,1525874326,12000,Mercury,2193.95,Hibiya Chitose,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 11:36:00,1525890458,1,Sisters Combat Scanner Probe,634498.98,SunnySpirit,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 12:21:00,1525911997,28600,Mercury,2193.96,Akiudo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 13:52:00,1525986790,10000,Neodymium,18500.0,Tamar Killeon,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 14:06:00,1526000206,2,Ocular Filter - Standard,2.238331999E7,oep2,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 14:09:00,1526003049,1,Ocular Filter - Standard,2.238331999E7,Rough Child,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 14:32:00,1526025521,1,Ocular Filter - Standard,2.238331999E7,Hashi,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 14:40:00,1526033790,4,Ocular Filter - Standard,2.238331999E7,Tenikk,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 14:41:00,1526033999,1,Ocular Filter - Standard,2.238331999E7,Macbeth19,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 14:42:00,1526034830,1,Ocular Filter - Standard,2.238888866E7,UnlimitedGalaxies,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 14:43:00,1526036597,1,Ocular Filter - Standard,2.238331999E7,Larynth,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 14:53:00,1526046246,2,Ocular Filter - Standard,2.238331999E7,r4wr,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 15:00:00,1526053847,1,Buzzard,1.214100069E7,LordBismarck,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-15 15:39:00,1526093618,5,Manticore,1.39010007E7,Mahkune Azraiy,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-15 17:14:00,1526196271,52,Sisters Core Scanner Probe,601008.03,paper kite,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-15 17:19:00,1526201101,148,Sisters Core Scanner Probe,601008.03,hongyundangtou,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-15 17:48:00,1526232195,10000,Dysprosium,17500.0,Tamar Killeon,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-15 21:13:00,1526456325,50,Heavy Armor Maintenance Bot II,1000001.63,Llewanna,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-16 14:39:00,1527109986,100000,Caldari Navy Antimatter Charge S,500.18,Vitus Korbinian,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-17 14:18:00,1528084558,4081,Republic Fleet EMP M,859.98,ndor,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-17 14:19:00,1528085376,18000,Republic Fleet EMP M,859.98,VadimSS,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-17 14:19:00,1528085581,839,Republic Fleet EMP M,874.87,VadimSS,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-19 10:02:00,1529804668,164,Sisters Combat Scanner Probe,581021.05,Eagish Lightwave,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-19 10:07:00,1529807559,31,Sisters Combat Scanner Probe,581021.05,Prince Revolution,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-19 19:31:00,1530194259,10,Memory Augmentation - Standard,2.010780102E7,Supers Babe,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-20 18:18:00,1531057746,1,Ocular Filter - Standard,2.160539999E7,Btooth,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 18:27:00,1531065935,1,Memory Augmentation - Standard,2.128400065E7,Lord Thingol,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 18:29:00,1531066996,9,Memory Augmentation - Standard,2.128400065E7,Seriy Tank,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 18:31:00,1531069366,20,Sisters Combat Scanner Probe,629981.99,riceguard,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 18:31:00,1531069564,28,Sisters Core Scanner Probe,617854.92,riceguard,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 18:34:00,1531072018,5,Sisters Combat Scanner Probe,629981.99,kree Nox,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 18:44:00,1531080624,1,Buzzard,1.339999479E7,Jhonny Silvers,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 19:05:00,1531100134,1,Manticore,1.599999999E7,Yasmine de'Medici,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 19:09:00,1531104234,1,Manticore,1.599999999E7,Hermoine Maimer,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 19:12:00,1531106938,1,Manticore,1.599999999E7,umnica krasavica,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 19:13:00,1531107927,1,Manticore,1.599999999E7,The Man72,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 19:15:00,1531110266,8,Sisters Core Scanner Probe,642854.5,Sol Vesper,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 19:18:00,1531112749,12,Sisters Core Scanner Probe,617854.92,umnica krasavica,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 19:29:00,1531123236,10,Sisters Core Scanner Probe,617854.92,Rumless,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 19:32:00,1531125769,1,Manticore,1.599999999E7,marikis,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 19:59:00,1531151473,10,Sisters Core Scanner Probe,617854.92,Iwhitey,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 22:31:00,1531293025,20,Sisters Combat Scanner Probe,629981.99,Smileso,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 22:56:00,1531315508,7,Sisters Combat Scanner Probe,699996.2,LOjacker,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 23:17:00,1531332748,1,Buzzard,1.290000301E7,Iskender Graansha,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-20 23:19:00,1531335087,6,Sisters Combat Scanner Probe,629981.99,Captain Siria,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 23:26:00,1531340427,5,Sisters Combat Scanner Probe,629981.99,Rick Spade,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 23:38:00,1531350621,8,Sisters Combat Scanner Probe,629981.99,havocforming1,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 23:42:00,1531354254,10,Sisters Combat Scanner Probe,629981.99,V Mining,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-20 23:59:00,1531367311,10,Sisters Combat Scanner Probe,629981.99,jonny blow,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 01:02:00,1531413570,1,Buzzard,1.290000301E7,Lucky Love,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-21 03:48:00,1531516949,6,Neural Boost - Standard,2.076711152E7,dhgd doigh,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-21 13:30:00,1531838316,1,Ocular Filter - Standard,2.134999999E7,Severus Archanas,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 13:30:00,1531838445,2000,Republic Fleet EMP L,1395.08,Kias1,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 13:45:00,1531851026,5,Sisters Core Scanner Probe,598854.86,Dark Cybran,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 13:48:00,1531853960,2,Buzzard,1.300000101E7,ElSkunk,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-21 14:03:00,1531866616,1000,Caldari Navy Antimatter Charge S,524.4,Souriant,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 14:03:00,1531866984,4,Neural Boost - Standard,2.080401601E7,,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-21 14:29:00,1531888361,10,Caldari Navy Antimatter Charge S,524.4,Amon Lee,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 14:34:00,1531892192,2000,Caldari Navy Antimatter Charge S,524.4,OhMyGodess,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 15:15:00,1531932577,10000,Caldari Navy Antimatter Charge S,524.4,Yiashar,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 15:25:00,1531941935,2000,Caldari Navy Antimatter Charge S,549.2,Lt Erl,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 15:29:00,1531945557,1000,Caldari Navy Antimatter Charge S,524.4,Gadira Bluestar,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 16:01:00,1531976811,500,Caldari Navy Antimatter Charge S,524.4,friedmegg1,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 16:09:00,1531984860,3000,Caldari Navy Antimatter Charge S,524.4,OhMyGodess,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 16:25:00,1531999344,2000,Caldari Navy Antimatter Charge S,524.4,Xre Sloracknor,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 16:39:00,1532012767,2,Buzzard,1.329595485E7,WereGosu,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 16:43:00,1532016645,3000,Caldari Navy Antimatter Charge S,524.74,Fullerton,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 16:54:00,1532028313,10,Sisters Combat Scanner Probe,629979.93,Largo Embargo,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 16:56:00,1532029916,10,Sisters Combat Scanner Probe,629979.93,Clara Griffith,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 16:59:00,1532032999,4,Sisters Combat Scanner Probe,698000.0,Cosey,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 16:59:00,1532033106,4,Sisters Combat Scanner Probe,698000.0,Cosey,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:03:00,1532036420,4,Sisters Combat Scanner Probe,698000.0,Outcch,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:03:00,1532036518,5,Sisters Combat Scanner Probe,682000.0,Outcch,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:03:00,1532036720,1,Sisters Combat Scanner Probe,698000.0,Outcch,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:06:00,1532039796,10,Sisters Combat Scanner Probe,629979.93,Terana Cale,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:08:00,1532041797,3,Sisters Core Scanner Probe,598854.83,MIG 29K,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:12:00,1532045668,5,Sisters Combat Scanner Probe,629979.93,Sinister shlena,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:13:00,1532046465,5,Sisters Core Scanner Probe,598854.83,Sinister shlena,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:17:00,1532049760,16,Sisters Core Scanner Probe,598854.83,Runefinger,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:19:00,1532051271,10,Sisters Combat Scanner Probe,629979.93,Tesona,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:19:00,1532051810,10,Sisters Core Scanner Probe,598854.83,Tesona,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:23:00,1532054863,28,Sisters Core Scanner Probe,598854.83,Foriceole,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:33:00,1532064333,20,Sisters Combat Scanner Probe,629979.93,Strix Nebulosa,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:40:00,1532071891,20,Sisters Combat Scanner Probe,629979.93,Sorm8,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:40:00,1532072116,20,Sisters Core Scanner Probe,598854.83,Sorm8,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:41:00,1532072664,8,Sisters Core Scanner Probe,598854.83,MarmeladkO,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:44:00,1532076117,7,Sisters Core Scanner Probe,598854.83,Libah,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:46:00,1532078292,1,Sisters Combat Scanner Probe,629979.94,Libah,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 17:50:00,1532081795,8,Sisters Core Scanner Probe,598854.83,LomaxSE,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 21:35:00,1532310602,1,Ocular Filter - Standard,2.098974999E7,xoXFatCatXox,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-21 21:52:00,1532327788,1,Ocular Filter - Standard,2.098974999E7,Cold Drift,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-22 01:38:00,1532515238,30000,Caldari Navy Antimatter Charge S,518.78,Hinata Motosuwa,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-22 01:40:00,1532516670,2000,Caldari Navy Antimatter Charge S,518.78,Sir JJ,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-22 01:42:00,1532518142,1,Memory Augmentation - Standard,2.01130149E7,hellsknights,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-22 01:43:00,1532518785,10000,Caldari Navy Antimatter Charge S,518.78,Comboverlord,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-22 01:46:00,1532521392,4,1400mm Howitzer Artillery II,2481006.01,vaapad II,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-22 01:47:00,1532522180,1,Neural Boost - Standard,2.179899824E7,Loresia Lorolia,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-22 01:51:00,1532524847,7,Sisters Core Scanner Probe,598845.81,Qui Binder,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-22 01:54:00,1532526786,2000,Caldari Navy Antimatter Charge S,518.78,Shafiro,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-22 01:58:00,1532529739,605,Republic Fleet Fusion S,509.6,Iron Eagle,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Buy,Personal
2010-08-22 02:04:00,1532534278,3,Neural Boost - Standard,2.179889999E7,Caleae Kartum,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-22 02:09:00,1532537505,10,Sisters Core Scanner Probe,598845.81,speedely,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-22 02:10:00,1532538466,1,Buzzard,1.341899973E7,Zuric Bane,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
2010-08-22 02:11:00,1532538696,5000,Caldari Navy Antimatter Charge S,518.78,gunnery,Jita IV - Moon 4 - Caldari Navy Assembly Plant,Sell,Personal
